Season,PlayerID,Age,YearsExperience,League,Team,Position,Games,PointsPerGame,AssistsPerGame,BlocksPerGame,ReboundsPerGame,EffectiveFieldGoalPercent
1979,1520,26,6,NBA,SAS,PF,81,22.1,4.1,0.2,9.8,0.504
1974,1520,21,1,ABA,NYA,PF,84,15.9,1.3,0.2,11.5,0.462
1980,1520,27,7,NBA,SAS,PF,78,20.1,3.0,0.2,9.9,0.486
1978,1520,25,5,NBA,SAS,SF,81,20.6,3.3,0.3,9.5,0.489
1982,1520,29,9,NBA,CHI,PF,60,7.2,1.1,0.1,3.0,0.466
1975,1520,22,2,ABA,NYA,PF,84,18.7,1.5,0.4,10.7,0.51
1979,1521,28,6,NBA,DET,PF,11,2.6,0.3,0.0,0.9,0.45
1977,1521,26,4,NBA,TOT,PF,24,6.1,0.3,0.1,3.1,0.42
1976,1521,25,3,NBA,KCK,PF,82,9.7,0.9,0.4,6.2,0.484
1978,1521,27,5,NBA,TOT,PF,46,10.2,1.0,0.2,4.4,0.455
1978,1521,27,5,NBA,GSW,PF,9,3.0,0.2,0.1,1.6,0.333
1978,1521,27,5,NBA,BUF,PF,37,11.9,1.2,0.3,5.1,0.462
1977,1521,26,4,NBA,GSW,PF,16,5.4,0.2,0.1,3.1,0.475
1974,1521,23,1,NBA,KCO,PF,54,5.8,0.4,0.1,2.7,0.482
1975,1521,24,2,NBA,KCO,PF,80,9.8,0.9,0.3,6.2,0.459
1977,1521,26,4,NBA,NYN,PF,8,7.5,0.4,0.1,3.3,0.353
1974,1522,22,1,NBA,CAP,SG,49,4.9,1.1,0.0,1.4,0.433
1978,1522,26,5,NBA,KCK,SG,8,1.9,0.6,0.1,0.4,0.214
1976,1522,24,3,NBA,NOJ,SG,66,12.5,2.6,0.1,3.1,0.433
1975,1522,23,2,NBA,NOJ,PG,72,11.2,2.5,0.1,2.7,0.452
1978,1522,26,5,NBA,NJN,SG,25,8.5,1.2,0.2,2.0,0.416
1977,1522,25,4,NBA,SAS,SG,4,4.5,0.8,0.0,1.8,0.5
1978,1522,26,5,NBA,TOT,SG,33,6.9,1.0,0.2,1.6,0.403
1976,1523,25,3,NBA,CLE,C,22,1.4,0.2,0.0,1.7,0.344
1974,1523,23,1,NBA,CLE,C,57,4.5,0.7,0.4,4.0,0.432
1975,1523,24,2,NBA,CLE,C,39,2.2,0.4,0.6,2.4,0.344
1974,1524,23,1,NBA,POR,SG,28,1.6,0.5,0.0,0.9,0.357
1977,1525,26,4,NBA,NYN,PF,34,8.7,1.4,0.1,5.7,0.359
1976,1525,25,3,NBA,NYK,PF,42,4.1,0.7,0.1,3.5,0.394
1977,1525,26,4,NBA,NYK,PF,22,4.7,1.1,0.0,4.5,0.373
1975,1525,24,2,NBA,NYK,PF,62,5.7,0.9,0.1,5.2,0.39
1974,1525,23,1,NBA,NYK,PF,30,2.6,0.3,0.1,1.8,0.347
1977,1525,26,4,NBA,TOT,PF,56,7.1,1.3,0.1,5.2,0.362
1982,1526,30,9,NBA,TOT,SF,82,10.2,1.4,0.7,5.4,0.471
1976,1526,24,3,NBA,SEA,SF,66,8.4,1.5,0.4,5.6,0.471
1976,1526,24,3,NBA,PHO,SF,7,3.0,0.4,0.3,3.3,0.308
1978,1526,26,5,NBA,IND,SF,82,15.3,2.9,0.6,7.4,0.479
1977,1526,25,4,NBA,NYN,SF,33,18.6,1.5,0.8,8.6,0.473
1982,1526,30,9,NBA,IND,SF,39,11.7,1.7,0.6,5.5,0.44
1976,1526,24,3,NBA,TOT,SF,73,7.9,1.4,0.4,5.4,0.462
1975,1526,23,2,NBA,PHO,SF,82,12.5,1.9,0.6,6.7,0.461
1977,1526,25,4,NBA,SEA,PF,44,7.5,1.2,0.5,4.2,0.488
1979,1526,27,6,NBA,IND,PF,81,14.7,2.8,0.8,8.0,0.465
1974,1526,22,1,NBA,PHO,PF,76,10.1,2.1,0.6,6.8,0.399
1981,1526,29,8,NBA,IND,SF,76,14.0,3.2,1.1,5.6,0.489
1980,1526,28,7,NBA,IND,SF,77,11.8,3.6,0.6,5.9,0.506
1982,1526,30,9,NBA,PHI,SF,43,8.8,1.1,0.9,5.3,0.511
1977,1526,25,4,NBA,TOT,PF-SF,77,12.3,1.3,0.6,6.1,0.478
1976,1527,24,3,ABA,SSL,SG,50,3.5,2.3,0.3,1.5,0.475
1977,1527,25,4,NBA,SAS,SG,2,1.5,1.0,0.0,1.0,0.333
1975,1527,23,2,NBA,KCO,SG,67,2.5,1.6,0.2,1.1,0.399
1974,1527,22,1,NBA,KCO,SG,52,4.8,2.4,0.3,1.8,0.402
1976,1527,24,3,NBA,KCK,SG,9,1.8,1.8,0.0,1.6,0.259
1979,1528,27,6,NBA,SAS,C,76,7.5,1.5,1.6,4.7,0.493
1978,1528,26,5,NBA,SAS,C,63,7.6,1.0,1.4,4.8,0.457
1974,1528,22,1,ABA,DNR,C,79,11.4,0.8,1.6,7.4,0.46
1976,1528,24,3,ABA,VIR,C,54,17.1,1.5,1.5,9.6,0.463
1977,1528,25,4,NBA,SEA,C,76,9.8,1.6,1.7,6.6,0.441
1980,1528,28,7,NBA,KCK,C,21,7.7,1.3,1.0,5.4,0.434
1975,1528,23,2,ABA,DNA,C,81,17.4,1.2,2.1,9.2,0.542
1978,1528,26,5,NBA,SEA,C,9,11.9,1.1,1.4,6.1,0.494
1978,1528,26,5,NBA,TOT,C,72,8.1,1.1,1.4,5.0,0.463
1974,1529,22,1,NBA,BUF,SF,30,1.6,0.1,0.0,0.8,0.432
1975,1530,25,2,NBA,PHO,SG,50,5.9,0.8,0.4,1.8,0.411
1976,1530,26,3,NBA,PHO,SG,79,6.1,0.6,0.2,2.6,0.43
1974,1530,24,1,NBA,LAL,SG,33,3.2,0.7,0.2,1.0,0.409
1979,1531,28,6,NBA,SDC,SF,82,13.8,1.6,0.5,5.5,0.48
1975,1531,24,2,NBA,WSB,SF,82,7.5,0.6,0.3,4.2,0.456
1977,1531,26,4,NBA,WSB,SF,11,5.4,0.2,0.5,2.2,0.355
1977,1531,26,4,NBA,SEA,SF,51,12.8,1.0,0.5,7.9,0.461
1978,1531,27,5,NBA,CHI,SF,41,5.1,0.8,0.2,3.0,0.443
1977,1531,26,4,NBA,TOT,SF,62,11.5,0.9,0.5,6.9,0.449
1980,1531,29,7,NBA,SDC,SF,57,6.9,0.9,0.3,3.6,0.434
1974,1531,23,1,NBA,CAP,SF,65,7.6,0.6,0.2,6.1,0.412
1976,1531,25,3,NBA,WSB,SF,64,8.3,0.9,0.3,4.3,0.476
1974,1532,22,1,ABA,DNR,SG,67,5.4,1.0,0.1,2.0,0.454
1975,1532,23,2,ABA,DNA,SG,70,6.5,1.7,0.1,1.7,0.474
1976,1532,24,3,ABA,SDS,SG,11,12.0,3.5,0.1,4.0,0.463
1975,1533,23,2,NBA,BOS,SF,3,4.0,0.7,0.0,2.3,0.545
1974,1533,22,1,NBA,BOS,SF,28,3.9,0.1,0.0,1.8,0.485
1974,1534,23,1,NBA,PHI,SF,35,3.0,0.4,0.0,1.5,0.379
1978,1535,27,5,NBA,IND,PF,51,11.2,1.3,0.4,6.5,0.408
1978,1535,27,5,NBA,HOU,PF,3,4.7,0.7,0.0,2.3,0.636
1979,1535,28,6,NBA,NYK,PF,5,2.4,0.4,0.0,2.2,0.417
1978,1535,27,5,NBA,ATL,PF,26,11.0,1.3,0.5,6.7,0.47
1979,1535,28,6,NBA,DET,PF,1,0.0,0.0,0.0,0.0,
1979,1535,28,6,NBA,KCK,PF,9,6.0,0.6,0.1,3.4,0.46
1976,1535,25,3,NBA,NOJ,PF,66,11.5,2.1,0.4,8.4,0.446
1978,1535,27,5,NBA,TOT,PF,80,10.9,1.3,0.4,6.4,0.43
1975,1535,24,2,NBA,KCO,PF,81,10.7,1.9,0.5,7.3,0.399
1980,1535,29,7,NBA,WSB,PF,6,3.8,1.2,0.7,2.3,0.391
1974,1535,23,1,NBA,KCO,PF,80,11.0,1.7,0.5,7.1,0.432
1979,1535,28,6,NBA,TOT,PF,15,4.4,0.5,0.1,2.8,0.452
1977,1535,26,4,NBA,NOJ,PF,60,8.6,1.4,0.3,7.2,0.418
1974,1536,22,1,ABA,KEN,SG,9,7.1,1.6,0.2,2.1,0.357
1974,1537,22,1,ABA,TOT,PF,62,6.4,0.8,0.1,4.5,0.442
1974,1537,22,1,ABA,MMT,PF,40,7.2,0.9,0.2,5.4,0.454
1975,1537,23,2,ABA,MMS,PF,10,4.0,0.4,0.0,2.7,0.474
1974,1537,22,1,ABA,UTS,PF,22,5.0,0.5,0.1,2.9,0.411
1974,1538,22,1,ABA,UTS,C,40,6.2,0.5,0.8,4.4,0.488
1974,1539,22,1,NBA,SEA,PG,62,8.0,5.7,0.2,2.9,0.388
1978,1539,26,5,NBA,NOJ,PG,39,7.2,4.1,0.4,2.5,0.381
1979,1539,27,6,NBA,HOU,PG,61,3.7,4.0,0.2,1.7,0.405
1976,1539,24,3,NBA,SEA,PG,82,13.0,8.1,0.2,4.5,0.427
1975,1539,23,2,NBA,SEA,PG,82,6.8,6.1,0.1,3.2,0.421
1977,1539,25,4,NBA,SEA,PG,79,13.0,8.0,0.3,3.9,0.422
1978,1539,26,5,NBA,TOT,PG,71,7.5,4.1,0.4,2.5,0.392
1978,1539,26,5,NBA,SEA,PG,32,7.8,4.2,0.4,2.5,0.404
1974,1540,23,1,NBA,BOS,C,24,2.7,0.5,0.0,1.6,0.328
1975,1540,24,2,NBA,BOS,C,3,0.0,0.0,0.0,0.7,0.0
1974,1541,24,1,ABA,SAA,C,62,14.5,1.8,0.8,13.6,0.551
1982,1541,32,9,NBA,SDC,C,21,12.5,1.4,0.4,9.1,0.58
1977,1541,27,4,NBA,MIL,C,72,13.0,1.5,0.7,12.0,0.528
1976,1541,26,3,ABA,NYA,C,43,8.7,0.4,0.6,10.3,0.485
1974,1541,24,1,ABA,VIR,C,17,12.6,1.0,0.9,9.1,0.556
1975,1541,25,2,ABA,SAA,C,78,15.1,1.2,1.1,16.4,0.542
1974,1541,24,1,ABA,TOT,C,79,14.1,1.6,0.8,12.6,0.552
1978,1541,28,5,NBA,BUF,C,78,15.5,2.8,0.6,13.2,0.504
1983,1541,33,10,NBA,SDC,C,7,2.3,0.1,0.0,1.9,0.3
1984,1541,34,11,NBA,LAL,C,69,4.5,0.4,0.1,3.8,0.49
1979,1541,29,6,NBA,SDC,C,79,10.7,1.8,0.4,8.9,0.569
1981,1541,31,8,NBA,SDC,C,82,15.6,2.4,0.6,12.4,0.553
1976,1541,26,3,ABA,VIR,C,33,11.3,1.1,0.8,9.8,0.498
1976,1541,26,3,ABA,TOT,C,76,9.8,0.7,0.7,10.1,0.492
1980,1541,30,7,NBA,SDC,C,81,13.4,2.9,0.5,15.0,0.554
1974,1542,22,1,NBA,KCO,SG,5,2.4,0.4,0.0,0.6,0.4
1977,1543,25,4,NBA,NYN,PF,76,9.0,1.4,0.7,8.4,0.396
1975,1543,23,2,ABA,SDA,PF,72,8.0,1.6,0.5,7.3,0.474
1974,1543,22,1,ABA,SDA,PF,82,6.9,1.3,0.4,7.3,0.467
1976,1543,24,3,ABA,NYA,PF,84,4.8,0.8,0.5,6.3,0.438
1980,1543,28,7,NBA,NJN,PF,7,3.4,0.6,0.0,2.6,0.364
1980,1543,28,7,NBA,TOT,PF,12,2.8,1.2,0.0,2.8,0.353
1980,1543,28,7,NBA,SAS,PF,5,2.0,2.0,0.0,3.0,0.333
1979,1543,27,6,NBA,NJN,PF,82,3.9,1.2,0.4,5.1,0.371
1978,1543,26,5,NBA,NJN,PF,65,5.4,1.0,0.5,6.2,0.388
1974,1544,22,1,NBA,ATL,PG,48,2.7,0.8,0.1,0.9,0.382
1975,1544,23,2,ABA,SSL,PG,22,5.0,1.7,0.0,2.3,0.494
1976,1544,24,3,ABA,SDS,PG,5,0.8,0.0,0.0,0.6,0.333
1976,1545,24,3,NBA,WSB,PF,67,1.7,0.5,0.1,1.2,0.485
1975,1545,23,2,NBA,WSB,PF,73,2.1,0.6,0.1,1.9,0.359
1974,1545,22,1,NBA,CAP,PF,49,2.9,0.5,0.1,2.5,0.444
1974,1546,25,1,NBA,SEA,SF,13,1.3,0.3,0.2,2.8,0.241
1974,1547,24,1,ABA,MMT,SG,45,8.6,2.9,0.2,1.8,0.413
1975,1548,22,1,NBA,NOJ,SF,76,11.7,0.9,0.2,4.8,0.477
1977,1548,24,3,NBA,NOJ,SF,52,10.9,1.1,0.1,3.6,0.49
1978,1548,25,4,NBA,NOJ,SF,80,12.2,1.4,0.3,5.3,0.497
1979,1548,26,5,NBA,NOJ,SF,73,10.0,1.1,0.3,3.4,0.494
1976,1548,23,2,NBA,NOJ,SF,75,9.0,0.8,0.1,3.3,0.441
1975,1549,22,1,NBA,DET,SF,34,2.3,0.5,0.0,1.4,0.365
1977,1549,24,3,NBA,DET,SF,68,6.9,0.7,0.2,3.3,0.476
1976,1549,23,2,NBA,DET,SF,81,9.3,1.0,0.2,4.8,0.414
1978,1549,25,4,NBA,DET,SF,37,4.9,0.7,0.1,2.8,0.444
1978,1550,25,4,NBA,NJN,SG,8,15.1,4.1,0.6,6.5,0.406
1978,1550,25,4,NBA,DET,SG,69,7.0,1.6,0.2,2.5,0.468
1979,1550,26,5,NBA,TOT,SG,45,6.2,2.0,0.1,1.9,0.425
1979,1550,26,5,NBA,PHI,SG,22,4.5,1.8,0.0,2.0,0.404
1979,1550,26,5,NBA,NJN,SG,23,7.9,2.1,0.1,1.8,0.44
1980,1550,27,6,NBA,PHI,SG,2,1.0,1.0,0.0,0.0,0.5
1975,1550,22,1,ABA,NYA,SG,51,6.5,2.4,0.3,2.4,0.491
1976,1550,23,2,ABA,NYA,SG,83,10.4,3.4,0.6,3.7,0.472
1978,1550,25,4,NBA,TOT,SG,77,7.9,1.9,0.3,2.9,0.455
1977,1550,24,3,NBA,NYN,SG,79,12.6,3.7,0.7,4.6,0.431
1975,1551,24,1,ABA,VIR,C,21,8.6,1.0,0.8,5.0,0.435
1975,1552,23,1,NBA,BOS,SF,25,2.8,0.2,0.1,1.6,0.431
1975,1553,24,1,NBA,BUF,PF,11,0.5,0.1,0.1,0.7,0.182
1975,1554,22,1,ABA,VIR,SG,15,9.2,2.1,0.1,1.4,0.442
1975,1555,22,1,NBA,DET,SG,38,3.3,0.7,0.2,0.7,0.385
1985,1556,32,8,NBA,LAC,C,67,10.1,2.3,2.1,9.0,0.521
1980,1556,27,5,NBA,SDC,C,14,13.9,2.4,2.7,9.0,0.503
1976,1556,23,2,NBA,POR,C,51,16.1,4.3,1.6,13.4,0.471
1987,1556,34,10,NBA,BOS,C,10,2.8,0.9,1.0,3.1,0.385
1983,1556,30,6,NBA,SDC,C,33,14.1,3.6,3.6,9.8,0.528
1975,1556,22,1,NBA,POR,C,35,12.8,4.8,2.7,12.6,0.513
1978,1556,25,4,NBA,POR,C,58,18.9,5.0,2.5,13.2,0.522
1986,1556,33,9,NBA,BOS,C,80,7.6,2.1,1.3,6.8,0.562
1977,1556,24,3,NBA,POR,C,65,18.6,3.8,3.2,14.4,0.528
1984,1556,31,7,NBA,SDC,C,55,12.1,3.3,1.6,8.7,0.556
1975,1557,23,1,ABA,SDA,SG,76,8.0,1.5,0.1,1.6,0.41
1979,1558,26,5,NBA,TOT,SF,79,14.3,1.9,0.1,4.4,0.528
1985,1558,32,11,NBA,TOT,SF-SG,68,5.7,1.2,0.0,1.7,0.456
1985,1558,32,11,NBA,SAS,SF,52,6.0,1.1,0.0,1.8,0.456
1978,1558,25,4,NBA,BUF,SF,53,22.9,3.0,0.2,7.2,0.494
1977,1558,24,3,NBA,IND,SF,78,26.6,3.3,0.2,7.5,0.493
1983,1558,30,9,NBA,IND,SG,80,17.1,2.4,0.1,4.1,0.522
1979,1558,26,5,NBA,IND,SF,39,14.7,2.2,0.1,4.5,0.556
1976,1558,23,2,ABA,INA,SF,70,28.1,3.7,0.3,10.1,0.496
1975,1558,22,1,ABA,INA,SF,80,17.1,2.1,0.4,7.9,0.535
1984,1558,31,10,NBA,KCK,SF,75,12.8,2.1,0.1,3.4,0.494
1980,1558,27,6,NBA,IND,SF,75,13.1,2.1,0.1,4.8,0.536
1981,1558,28,7,NBA,IND,SG,82,17.5,1.9,0.1,5.0,0.534
1979,1558,26,5,NBA,BOS,SF,40,13.9,1.7,0.1,4.3,0.502
1985,1558,32,11,NBA,KCK,SG,16,4.8,1.3,0.1,1.4,0.457
1982,1558,29,8,NBA,IND,SF,81,12.3,1.5,0.2,3.2,0.501
1975,1559,23,1,ABA,DNA,PF,84,14.8,3.6,1.8,8.2,0.604
1984,1559,32,10,NBA,PHI,PF,75,8.3,2.5,1.4,4.3,0.523
1980,1559,28,6,NBA,PHI,PF,81,13.0,1.8,1.5,5.6,0.532
1979,1559,27,5,NBA,PHI,PF,80,12.1,2.5,1.2,6.6,0.537
1986,1559,34,12,NBA,PHI,PF,70,7.0,1.8,0.7,2.4,0.559
1978,1559,26,4,NBA,DEN,PF,75,14.5,3.4,1.7,8.5,0.578
1976,1559,24,2,ABA,DNA,PF,83,14.9,4.0,2.2,9.5,0.581
1983,1559,31,9,NBA,PHI,PF,74,9.0,1.9,1.2,4.6,0.543
1982,1559,30,8,NBA,PHI,PF,76,14.4,2.5,1.5,5.2,0.564
1981,1559,29,7,NBA,PHI,PF,81,13.5,2.8,0.9,5.4,0.539
1977,1559,25,3,NBA,DEN,PF,82,15.1,3.2,2.0,8.3,0.57
1985,1559,33,11,NBA,PHI,PF,80,7.5,1.9,0.6,3.7,0.538
1975,1560,24,1,NBA,CHI,SG,48,5.8,0.8,0.0,1.1,0.511
1977,1560,26,3,NBA,BOS,SG,25,2.0,0.6,0.0,0.4,0.322
1978,1560,27,4,NBA,IND,SG,12,2.5,0.7,0.1,1.0,0.389
1976,1560,25,2,NBA,CHI,SG,58,7.5,0.9,0.0,1.6,0.403
1981,1561,28,7,NBA,MIL,SG,69,11.6,3.3,0.1,2.0,0.488
1979,1561,26,5,NBA,MIL,SG,79,19.8,4.8,0.5,2.2,0.493
1978,1561,25,4,NBA,MIL,SG,80,19.9,4.9,0.3,3.1,0.463
1980,1561,27,6,NBA,MIL,SG,80,16.2,4.5,0.4,2.8,0.496
1976,1561,23,2,NBA,MIL,SG,78,18.2,4.7,0.3,3.2,0.464
1975,1561,22,1,NBA,LAL,SG,68,11.7,2.9,0.3,2.0,0.443
1982,1561,29,8,NBA,MIL,SG,61,15.9,4.1,0.1,2.8,0.524
1977,1561,24,3,NBA,MIL,SG,78,19.3,4.3,0.4,3.0,0.498
1983,1561,30,9,NBA,MIL,SG,57,10.6,2.7,0.1,1.9,0.453
1985,1562,33,9,NBA,CLE,SF,3,2.0,1.0,0.0,1.7,0.286
1976,1562,24,2,NBA,CLE,SF,82,15.0,1.3,0.1,4.2,0.482
1975,1562,23,1,NBA,CLE,SF,68,6.2,0.7,0.0,2.2,0.411
1979,1562,27,5,NBA,CLE,SF,74,21.9,4.7,0.3,6.8,0.476
1978,1562,26,4,NBA,CLE,SF,72,19.4,3.9,0.2,6.4,0.448
1980,1562,28,6,NBA,CLE,SF,41,18.2,4.2,0.5,5.5,0.452
1982,1562,30,8,NBA,NYK,SF,77,13.9,3.7,0.2,3.1,0.492
1981,1562,29,7,NBA,NYK,SF,79,16.4,3.3,0.1,4.5,0.468
1977,1562,25,3,NBA,CLE,SF,70,16.5,2.7,0.3,6.0,0.434
1975,1563,23,1,ABA,UTS,SG,58,2.8,0.8,0.0,1.1,0.355
1975,1564,22,1,ABA,SAA,SF,24,1.8,0.6,0.2,1.3,0.415
1979,1565,25,3,NBA,SDC,SG,22,7.3,1.1,0.1,1.5,0.43
1976,1565,22,2,NBA,PHI,SG,65,5.9,1.0,0.1,1.6,0.434
1975,1565,21,1,NBA,PHI,SG,12,4.0,0.3,0.1,1.0,0.523
1975,1566,24,1,NBA,POR,SG,43,2.8,1.9,0.0,0.7,0.448
1976,1566,25,2,NBA,POR,PG,52,4.4,1.6,0.0,1.2,0.486
1975,1567,22,1,ABA,VIR,SG,72,8.3,2.8,0.1,2.3,0.41
1977,1567,24,2,NBA,IND,SG,5,1.0,0.4,0.0,1.2,0.143
1975,1568,22,1,ABA,VIR,C,83,11.7,1.6,1.5,10.8,0.423
1976,1568,23,2,ABA,VIR,C,10,2.9,0.3,0.2,1.9,0.364
1975,1569,23,1,NBA,SEA,PF,19,2.3,0.3,0.3,1.2,0.432
1977,1569,25,2,NBA,SEA,PF,60,6.0,0.5,0.4,2.6,0.566
1978,1569,26,3,NBA,SEA,PF,1,0.0,2.0,0.0,0.0,0.0
1976,1570,23,2,NBA,ATL,PG,13,2.8,1.5,0.2,0.6,0.349
1975,1570,22,1,NBA,WSB,PG,37,1.6,0.4,0.1,0.6,0.369
1975,1571,23,1,NBA,PHI,SG,54,5.2,0.9,0.1,0.6,0.408
1975,1572,22,1,ABA,DNA,SF,50,3.9,0.6,0.4,1.8,0.432
1976,1572,23,2,ABA,UTS,PF,6,4.0,0.5,0.2,2.2,0.667
1979,1573,27,4,NBA,BOS,C,20,6.1,0.6,0.5,5.3,0.439
1977,1573,25,3,NBA,NYN,C,1,3.0,1.0,1.0,2.0,0.0
1975,1573,23,1,NBA,PHO,C,79,4.7,1.2,0.4,5.8,0.414
1976,1573,24,2,NBA,DET,C,46,3.7,0.4,0.4,5.5,0.48
1980,1574,24,6,NBA,DET,SG,55,10.9,4.3,0.2,1.8,0.508
1975,1574,19,1,NBA,DET,SG,66,4.8,1.5,0.0,1.3,0.451
1976,1574,20,2,NBA,DET,PG,80,13.0,4.2,0.1,2.6,0.474
1980,1574,24,6,NBA,TOT,SG-PG,61,10.3,4.2,0.2,1.7,0.5
1979,1574,23,5,NBA,NJN,PG,47,16.7,5.3,0.2,2.7,0.481
1980,1574,24,6,NBA,PHI,PG,6,5.0,2.7,0.2,1.2,0.389
1977,1574,21,3,NBA,DET,PG,73,10.2,3.3,0.2,1.7,0.521
1979,1574,23,5,NBA,PHI,PG,23,11.8,3.6,0.1,1.6,0.548
1978,1574,22,4,NBA,DET,PG,76,18.6,4.7,0.2,2.8,0.5
1979,1574,23,5,NBA,TOT,PG,70,15.1,4.7,0.2,2.3,0.497
1975,1575,21,1,ABA,SSL,SG,71,9.4,2.0,0.1,2.5,0.463
1977,1576,25,3,NBA,CLE,PG,62,6.5,4.1,0.1,2.6,0.45
1981,1576,29,7,NBA,NJN,PG,41,5.7,6.2,0.0,2.5,0.432
1983,1576,31,9,NBA,NJN,PG,79,4.4,3.3,0.0,1.7,0.46
1980,1576,28,6,NBA,CLE,PG,76,9.4,8.0,0.2,3.8,0.455
1976,1576,24,2,NBA,CLE,PG,81,4.6,3.6,0.1,2.2,0.388
1975,1576,23,1,NBA,CLE,PG,72,4.2,2.7,0.1,2.0,0.404
1984,1576,32,10,NBA,NJN,PG,34,2.6,2.4,0.1,0.9,0.367
1978,1576,26,4,NBA,CLE,PG,81,9.0,5.6,0.3,3.6,0.448
1982,1576,30,8,NBA,NJN,PG,77,5.9,5.2,0.1,1.9,0.417
1979,1576,27,5,NBA,CLE,PG,55,10.1,5.8,0.3,3.6,0.464
1975,1577,24,1,NBA,GSW,SF,24,3.3,0.3,0.1,1.5,0.403
1976,1578,24,2,NBA,PHO,SF,17,3.6,0.8,0.1,2.2,0.438
1977,1578,25,3,NBA,BOS,SF,68,5.9,1.3,0.1,3.3,0.466
1978,1578,26,4,NBA,BOS,SF,26,2.8,0.4,0.2,1.4,0.33
1978,1578,26,4,NBA,NOJ,SF,30,5.0,1.2,0.3,2.5,0.483
1978,1578,26,4,NBA,TOT,SF,56,4.0,0.8,0.3,2.0,0.423
1975,1578,23,1,NBA,PHO,SF,69,6.1,1.2,0.2,3.7,0.433
1976,1579,22,2,NBA,MIL,SG,75,8.4,3.3,0.2,1.7,0.457
1977,1579,23,3,NBA,TOT,SG,80,8.1,2.9,0.5,1.5,0.429
1975,1579,21,1,NBA,MIL,SG,73,8.1,3.0,0.2,2.0,0.455
1977,1579,23,3,NBA,MIL,SG,41,8.9,2.7,0.6,1.6,0.401
1977,1579,23,3,NBA,CLE,SG,39,7.2,3.0,0.3,1.5,0.467
1978,1579,24,4,NBA,BUF,SG,13,4.2,1.5,0.4,0.9,0.419
1977,1580,24,3,NBA,MIL,SF,9,2.1,0.8,0.0,1.3,0.235
1976,1580,23,2,NBA,BOS,SF,75,5.6,0.9,0.3,1.8,0.419
1975,1580,22,1,NBA,BOS,SF,62,2.7,0.4,0.1,1.1,0.385
1975,1581,22,1,NBA,NYK,SG,5,1.6,0.6,0.0,0.4,0.4
1975,1581,22,1,NBA,TOT,SG,49,3.7,2.0,0.2,1.4,0.415
1975,1581,22,1,NBA,PHO,SG,44,4.0,2.1,0.2,1.5,0.416
1975,1582,23,1,ABA,SDA,PG,5,3.6,2.6,0.0,0.6,0.533
1976,1582,24,2,NBA,POR,PG,5,1.2,2.2,0.0,0.4,0.5
1979,1583,27,4,NBA,NOJ,SG,2,2.0,1.0,0.0,1.0,0.286
1976,1583,24,2,NBA,HOU,SG,30,2.3,1.4,0.3,1.7,0.364
1975,1583,23,1,NBA,HOU,SG,47,2.6,1.3,0.3,1.7,0.405
1980,1583,28,5,NBA,WSB,SG,20,1.9,1.3,0.2,1.4,0.471
1978,1583,26,3,NBA,NOJ,SG,48,3.2,0.8,0.3,1.7,0.424
1981,1584,27,7,NBA,SAS,SF,11,4.7,0.8,0.3,3.5,0.367
1980,1584,26,6,NBA,KCK,SF,73,5.3,0.6,0.4,2.4,0.458
1981,1584,27,7,NBA,KCK,SF,16,3.6,0.4,0.4,1.8,0.373
1976,1584,22,2,ABA,SSL,SF,22,11.3,1.1,0.8,6.2,0.382
1979,1584,25,5,NBA,TOT,SF,58,3.8,0.4,0.2,1.7,0.433
1976,1584,22,2,ABA,TOT,SF,82,10.3,1.8,0.9,5.3,0.42
1976,1584,22,2,ABA,DNA,SF,60,9.9,2.0,0.9,5.0,0.437
1975,1584,21,1,ABA,SSL,SF,84,15.7,2.3,1.3,7.8,0.455
1977,1584,23,3,NBA,BUF,SF,41,5.9,1.0,0.8,2.9,0.41
1977,1584,23,3,NBA,TOT,SF,65,7.4,1.4,1.0,3.3,0.443
1977,1584,23,3,NBA,DEN,SF,24,10.0,2.0,1.3,4.2,0.481
1979,1584,25,5,NBA,DET,SF,2,1.5,0.0,0.0,0.5,0.333
1979,1584,25,5,NBA,KCK,SF,56,3.8,0.4,0.2,1.7,0.435
1978,1584,24,4,NBA,DET,SF,47,7.9,0.9,0.5,3.1,0.434
1981,1584,27,7,NBA,TOT,SF,27,4.0,0.6,0.3,2.5,0.369
1978,1584,24,4,NBA,TOT,SF,57,7.3,0.9,0.4,2.8,0.43
1978,1584,24,4,NBA,BUF,SF,10,4.3,0.9,0.3,1.4,0.4
1975,1585,22,1,ABA,UTS,SF,39,4.2,0.6,0.1,2.3,0.445
1979,1586,27,5,NBA,NJN,C,32,6.1,0.9,1.8,6.4,0.423
1979,1586,27,5,NBA,TOT,C,57,4.6,0.8,1.6,5.3,0.42
1985,1586,33,11,NBA,LAC,C,70,2.9,0.2,0.8,3.7,0.483
1978,1586,26,4,NBA,PHI,C,61,2.9,0.6,1.1,4.1,0.393
1975,1586,23,1,NBA,PHI,C,37,2.6,0.6,1.6,4.1,0.554
1981,1586,29,7,NBA,MIL,PF,77,4.2,1.3,2.4,6.1,0.447
1980,1586,28,6,NBA,MIL,C,72,3.2,1.1,2.3,5.7,0.398
1979,1586,27,5,NBA,PHI,C,25,2.8,0.7,1.4,3.9,0.412
1977,1586,25,3,NBA,PHI,C,53,3.0,0.6,1.5,4.4,0.504
1982,1586,30,8,NBA,MIL,PF,80,2.9,1.2,1.7,4.5,0.42
